614|544.7957895005984
-277|667.3682527092994
72|-285.12315753320934
128|762.7607716004918
557|-436.0098118071096
-1000|-748.2882656077792
-371|290.0930466823536
-717|-46.120761223602585
312|-577.5247395591097
390|49.70856251260443
989|314.78458545865055
-476|-554.8115643495714
-266|595.9571864674776
28|-668.0484241936645
275|-944.5343168812592
-507|544.7504562977258
-239|280.0885527422763
854|75.54736515640002
18|752.9033192635959
-410|8.296403682090954
-481|77.30152083135295
82|-263.1869312238599
715|819.2400822699951
758|-990.1017521883708
-445|-147.69904498278947
735|-244.77643439593044
638|-619.013005394971
655|392.9673707972804
-707|222.38407905556187
473|744.637493927981
-819|432.6176176947772
-759|-139.24507101244046
355|-505.35268097276196
891|25.02956939472483
730|124.53077138356161
-453|450.5713236455895
-937|-383.5117126455849
97|564.0093729149999
976|375.27011897639704
-105|892.1909744056725
-842|-579.4745616170762
-962|-971.155248081363
577|477.12745831122584
644|717.5538063248305
194|480.1978733342262
768|-734.8425094521488
-985|-421.084233740223
-950|763.264718788354
895|405.07117532631946
-883|890.9557288954704
-242|128.44797966792908
729|30.069001370022534
723|-349.0217557800512
-222|-512.5781643087532
-91|617.4201098606582
-53|-885.2634820160092
-216|263.7167470982788
523|-183.0872120038607
201|-381.53228693883295
993|290.51919392204127
823|940.6106862295203
-141|-748.6279088251342
-385|740.5434249560108
652|-362.11861060219337
-112|177.25048307549355
755|970.5304867514619
951|270.4879352741689
-616|773.3167358825474
-659|556.9585445343644
630|-112.65112065420828
-28|991.7268880755078
130|79.62522928414728
-764|119.68833580052569
985|-391.51961422653983
-707|-631.9233903369803
930|17.593624050760354
-55|190.02013807500634
-607|-94.16094327403073
870|477.0108248009808
558|-94.67001060500866
-460|-125.84571723326007
459|-532.4770004395903
351|-9.387939286304345
-481|-521.858582255933
781|-469.5785779720501
722|965.7639047910425
910|84.493160379762
-616|-552.1251302320192
13|127.36878893357766
-234|-549.8823779178599
-984|751.1235186715132
-48|485.12340648660756
-672|-796.204845717347
722|315.66969935492284
-372|-528.3810384736469
-185|-683.310686789983
72|-962.5225775779551
364|-579.7319922228769
-1|-976.7138057540659
-473|-394.9958057099327
100|-55.54905292657054
777|451.1327764003952
-542|-619.7949195566553
-511|252.25192945704907
1000|-339.6293539163296
428|146.85820417876926
512|-948.3494271246664
691|986.5456646223261
456|-505.5965495776475
833|182.59272436981655
887|-538.5818723098116
-248|240.94944535109357
560|-66.87771409978939
-162|81.20620510106028
587|-402.011488867915
-926|704.2105030418356
807|-901.7568306654049
-724|162.92792311102198
977|12.297741026628273
-484|847.6856639116629
